date;class;focuses;uf
2024/11;Fogo em áreas de desmatamento recente;29;BAHIA
2024/11;Fogo em áreas de desmatamento consolidado;10;BAHIA
2024/10;Fogo em áreas de vegetação nativa;222;BAHIA
2024/10;Fogo em áreas de desmatamento recente;87;BAHIA
2024/10;Fogo em áreas de desmatamento consolidado;138;BAHIA
2024/09;Fogo em áreas de vegetação nativa;702;BAHIA
2024/09;Fogo em outras áreas;1;BAHIA
2024/09;Fogo em áreas de desmatamento recente;228;BAHIA
2024/09;Fogo em áreas de desmatamento consolidado;379;BAHIA
2024/08;Fogo em áreas de vegetação nativa;167;BAHIA
2024/08;Fogo em outras áreas;1;BAHIA
2024/08;Fogo em áreas de desmatamento recente;97;BAHIA
2024/08;Fogo em áreas de desmatamento consolidado;231;BAHIA
2024/07;Fogo em áreas de vegetação nativa;65;BAHIA
2024/07;Fogo em áreas de desmatamento recente;164;BAHIA
2024/07;Fogo em áreas de desmatamento consolidado;108;BAHIA
2024/06;Fogo em áreas de vegetação nativa;32;BAHIA
2024/06;Fogo em áreas de desmatamento recente;118;BAHIA
2024/06;Fogo em áreas de desmatamento consolidado;45;BAHIA
2025/06;Fogo em áreas de vegetação nativa;47;BAHIA
2025/06;Fogo em áreas de desmatamento recente;73;BAHIA
2025/06;Fogo em áreas de desmatamento consolidado;14;BAHIA
2025/05;Fogo em áreas de vegetação nativa;16;BAHIA
2025/05;Fogo em áreas de desmatamento recente;133;BAHIA
2025/05;Fogo em áreas de desmatamento consolidado;33;BAHIA
2025/04;Fogo em áreas de vegetação nativa;7;BAHIA
2025/04;Fogo em áreas de desmatamento recente;65;BAHIA
2025/04;Fogo em áreas de desmatamento consolidado;18;BAHIA
2025/03;Fogo em áreas de vegetação nativa;13;BAHIA
2025/03;Fogo em áreas de desmatamento recente;35;BAHIA
2025/03;Fogo em áreas de desmatamento consolidado;18;BAHIA
2025/02;Fogo em áreas de vegetação nativa;10;BAHIA
2025/02;Fogo em áreas de desmatamento recente;47;BAHIA
2025/02;Fogo em áreas de desmatamento consolidado;16;BAHIA
2025/01;Fogo em áreas de vegetação nativa;2;BAHIA
2025/01;Fogo em áreas de desmatamento recente;31;BAHIA
2025/01;Fogo em áreas de desmatamento consolidado;15;BAHIA
2025/04;Fogo em áreas de desmatamento recente;13;BAHIA
2025/04;Fogo em áreas de vegetação nativa;1;BAHIA
2025/05;Fogo em áreas de desmatamento consolidado;25;BAHIA
2025/05;Fogo em áreas de desmatamento recente;2;BAHIA
2025/05;Fogo em áreas de vegetação nativa;2;BAHIA
2025/06;Fogo em áreas de desmatamento consolidado;50;BAHIA
2025/01;Fogo em áreas de desmatamento recente;13;BAHIA
2025/06;Fogo em áreas de desmatamento recente;8;BAHIA
2024/12;Fogo em áreas de vegetação nativa;6;BAHIA
2024/12;Fogo em áreas de vegetação nativa;12;BAHIA
2024/12;Fogo em áreas de desmatamento recente;61;BAHIA
2024/12;Fogo em áreas de desmatamento consolidado;183;BAHIA
2024/11;Fogo em áreas de vegetação nativa;18;BAHIA
2024/11;Fogo em áreas de desmatamento recente;65;BAHIA
2024/11;Fogo em áreas de desmatamento consolidado;125;BAHIA
2024/10;Fogo em áreas de vegetação nativa;161;BAHIA
2024/10;Fogo em outras áreas;1;BAHIA
2024/10;Fogo em áreas de desmatamento recente;320;BAHIA
2024/10;Fogo em áreas de desmatamento consolidado;1002;BAHIA
2024/09;Fogo em áreas de vegetação nativa;331;BAHIA
2024/09;Fogo em áreas de desmatamento recente;215;BAHIA
2024/12;Fogo em áreas de desmatamento recente;22;BAHIA
2024/09;Fogo em áreas de desmatamento consolidado;608;BAHIA
2024/08;Fogo em áreas de vegetação nativa;93;BAHIA
2024/08;Fogo em áreas de desmatamento recente;53;BAHIA
2024/08;Fogo em áreas de desmatamento consolidado;214;BAHIA
2024/07;Fogo em áreas de vegetação nativa;31;BAHIA
2024/07;Fogo em áreas de desmatamento recente;86;BAHIA
2024/07;Fogo em áreas de desmatamento consolidado;136;BAHIA
2024/06;Fogo em áreas de vegetação nativa;29;BAHIA
2024/06;Fogo em áreas de desmatamento recente;94;BAHIA
2024/06;Fogo em áreas de desmatamento consolidado;102;BAHIA
2024/12;Fogo em áreas de desmatamento consolidado;116;BAHIA
2024/11;Fogo em áreas de vegetação nativa;3;BAHIA
2025/06;Fogo em áreas de vegetação nativa;9;BAHIA
2025/04;Fogo em áreas de desmatamento consolidado;71;BAHIA
2025/06;Fogo em áreas de desmatamento recente;30;BAHIA
2025/06;Fogo em áreas de desmatamento consolidado;78;BAHIA
2025/05;Fogo em áreas de vegetação nativa;9;BAHIA
2025/05;Fogo em outras áreas;1;BAHIA
2025/05;Fogo em áreas de desmatamento recente;34;BAHIA
2025/05;Fogo em áreas de desmatamento consolidado;102;BAHIA
2025/04;Fogo em áreas de vegetação nativa;4;BAHIA
2025/01;Fogo em áreas de vegetação nativa;1;BAHIA
2025/04;Fogo em áreas de desmatamento recente;49;BAHIA
2025/04;Fogo em áreas de desmatamento consolidado;99;BAHIA
2025/03;Fogo em áreas de vegetação nativa;13;BAHIA
2025/03;Fogo em áreas de desmatamento recente;33;BAHIA
2025/03;Fogo em áreas de desmatamento consolidado;96;BAHIA
2025/02;Fogo em áreas de vegetação nativa;4;BAHIA
2025/02;Fogo em áreas de desmatamento recente;28;BAHIA
2025/02;Fogo em áreas de desmatamento consolidado;50;BAHIA
2025/01;Fogo em áreas de vegetação nativa;5;BAHIA
2024/11;Fogo em áreas de desmatamento recente;11;BAHIA
2025/01;Fogo em áreas de desmatamento recente;26;BAHIA
2025/01;Fogo em áreas de desmatamento consolidado;67;BAHIA
2025/03;Fogo em áreas de vegetação nativa;3;BAHIA
2025/02;Fogo em áreas de desmatamento consolidado;55;BAHIA
2024/11;Fogo em áreas de desmatamento consolidado;57;BAHIA
2024/10;Fogo em áreas de vegetação nativa;5;BAHIA
2024/10;Fogo em áreas de desmatamento recente;71;BAHIA
2025/03;Fogo em áreas de desmatamento recente;28;BAHIA
2024/10;Fogo em áreas de desmatamento consolidado;191;BAHIA
2024/09;Fogo em áreas de vegetação nativa;3;BAHIA
2025/01;Fogo em áreas de desmatamento consolidado;57;BAHIA
2024/09;Fogo em áreas de desmatamento recente;61;BAHIA
2024/09;Fogo em áreas de desmatamento consolidado;228;BAHIA
2024/08;Fogo em áreas de vegetação nativa;2;BAHIA
2024/06;Fogo em áreas de desmatamento consolidado;26;BAHIA
2024/08;Fogo em áreas de desmatamento recente;14;BAHIA
2025/03;Fogo em áreas de desmatamento consolidado;103;BAHIA
2025/02;Fogo em áreas de desmatamento recente;16;BAHIA
2024/08;Fogo em áreas de desmatamento consolidado;77;BAHIA
2025/02;Fogo em áreas de vegetação nativa;1;BAHIA
2024/07;Fogo em áreas de vegetação nativa;2;BAHIA
2024/07;Fogo em áreas de desmatamento consolidado;58;BAHIA
2024/07;Fogo em áreas de desmatamento recente;5;BAHIA
2025/01;Fogo em áreas de desmatamento consolidado;32;AMAZONAS
2025/02;Fogo em outras áreas;2;AMAZONAS
2024/12;Fogo em áreas de vegetação nativa;26;AMAZONAS
2024/12;Fogo em outras áreas;2;AMAZONAS
2024/12;Fogo em áreas de desmatamento recente;70;AMAZONAS
2024/12;Fogo em áreas de desmatamento consolidado;74;AMAZONAS
2024/11;Fogo em áreas de vegetação nativa;140;AMAZONAS
2024/11;Fogo em outras áreas;12;AMAZONAS
2025/02;Fogo em áreas de desmatamento consolidado;5;AMAZONAS
2024/11;Fogo em áreas de desmatamento recente;216;AMAZONAS
2024/11;Fogo em áreas de desmatamento consolidado;287;AMAZONAS
2025/04;Fogo em áreas de desmatamento recente;5;AMAZONAS
2024/10;Fogo em áreas de vegetação nativa;808;AMAZONAS
2024/10;Fogo em outras áreas;22;AMAZONAS
2024/10;Fogo em áreas de desmatamento recente;914;AMAZONAS
2024/10;Fogo em áreas de desmatamento consolidado;813;AMAZONAS
2024/09;Fogo em áreas de vegetação nativa;1384;AMAZONAS
2025/04;Fogo em áreas de desmatamento consolidado;4;AMAZONAS
2024/09;Fogo em outras áreas;34;AMAZONAS
2025/02;Fogo em áreas de desmatamento recente;4;AMAZONAS
2025/03;Fogo em áreas de vegetação nativa;5;AMAZONAS
2024/09;Fogo em áreas de desmatamento recente;3660;AMAZONAS
2025/01;Fogo em áreas de vegetação nativa;14;AMAZONAS
2024/09;Fogo em áreas de desmatamento consolidado;1800;AMAZONAS
2024/08;Fogo em áreas de vegetação nativa;1864;AMAZONAS
2025/03;Fogo em áreas de desmatamento recente;2;AMAZONAS
2024/08;Fogo em áreas de desmatamento recente;6142;AMAZONAS
2025/01;Fogo em áreas de desmatamento recente;14;AMAZONAS
2024/08;Fogo em áreas de desmatamento consolidado;2309;AMAZONAS
2024/07;Fogo em áreas de vegetação nativa;371;AMAZONAS
2025/06;Fogo em áreas de vegetação nativa;50;AMAZONAS
2024/07;Fogo em outras áreas;4;AMAZONAS
2024/07;Fogo em áreas de desmatamento recente;3156;AMAZONAS
2025/06;Fogo em áreas de desmatamento recente;4;AMAZONAS
2024/07;Fogo em áreas de desmatamento consolidado;709;AMAZONAS
2024/06;Fogo em áreas de vegetação nativa;60;AMAZONAS
2024/06;Fogo em áreas de desmatamento recente;152;AMAZONAS
2024/06;Fogo em áreas de desmatamento consolidado;46;AMAZONAS
2025/06;Fogo em áreas de desmatamento consolidado;5;AMAZONAS
2025/03;Fogo em áreas de desmatamento consolidado;17;AMAZONAS
2025/05;Fogo em áreas de vegetação nativa;8;AMAZONAS
2025/05;Fogo em áreas de desmatamento recente;1;AMAZONAS
2025/05;Fogo em áreas de desmatamento consolidado;16;AMAZONAS
2024/08;Fogo em outras áreas;13;AMAZONAS
2025/02;Fogo em áreas de vegetação nativa;1;AMAPÁ
2025/03;Fogo em áreas de desmatamento consolidado;1;AMAPÁ
2024/06;Fogo em áreas de vegetação nativa;1;AMAPÁ
2024/08;Fogo em áreas de desmatamento consolidado;4;AMAPÁ
2024/08;Fogo em áreas de vegetação nativa;8;AMAPÁ
2024/09;Fogo em áreas de desmatamento consolidado;52;AMAPÁ
2024/09;Fogo em áreas de desmatamento recente;5;AMAPÁ
2024/09;Fogo em áreas de vegetação nativa;95;AMAPÁ
2024/10;Fogo em áreas de desmatamento consolidado;163;AMAPÁ
2024/10;Fogo em áreas de desmatamento recente;31;AMAPÁ
2024/10;Fogo em áreas de vegetação nativa;347;AMAPÁ
2024/11;Fogo em áreas de desmatamento consolidado;307;AMAPÁ
2024/11;Fogo em áreas de desmatamento recente;57;AMAPÁ
2024/11;Fogo em outras áreas;1;AMAPÁ
2024/11;Fogo em áreas de vegetação nativa;835;AMAPÁ
2024/12;Fogo em áreas de desmatamento consolidado;19;AMAPÁ
2024/12;Fogo em áreas de desmatamento recente;8;AMAPÁ
2024/12;Fogo em áreas de vegetação nativa;74;AMAPÁ
2025/01;Fogo em áreas de vegetação nativa;1;AMAPÁ
2025/01;Fogo em áreas de desmatamento consolidado;2;AMAPÁ
2025/01;Fogo em áreas de desmatamento consolidado;18;ALAGOAS
2025/01;Fogo em áreas de desmatamento recente;1;ALAGOAS
2025/02;Fogo em áreas de desmatamento consolidado;13;ALAGOAS
2025/02;Fogo em áreas de desmatamento recente;2;ALAGOAS
2025/03;Fogo em áreas de desmatamento consolidado;8;ALAGOAS
2025/03;Fogo em áreas de desmatamento recente;1;ALAGOAS
2025/04;Fogo em áreas de desmatamento consolidado;4;ALAGOAS
2025/05;Fogo em áreas de desmatamento consolidado;2;ALAGOAS
2025/06;Fogo em áreas de desmatamento consolidado;1;ALAGOAS
2024/07;Fogo em áreas de desmatamento consolidado;1;ALAGOAS
2024/08;Fogo em áreas de desmatamento consolidado;1;ALAGOAS
2024/09;Fogo em áreas de desmatamento consolidado;14;ALAGOAS
2024/10;Fogo em áreas de desmatamento consolidado;24;ALAGOAS
2024/10;Fogo em áreas de desmatamento recente;1;ALAGOAS
2024/11;Fogo em áreas de desmatamento consolidado;40;ALAGOAS
2024/11;Fogo em áreas de desmatamento recente;2;ALAGOAS
2024/12;Fogo em áreas de desmatamento consolidado;53;ALAGOAS
2024/12;Fogo em áreas de desmatamento recente;4;ALAGOAS
2024/12;Fogo em áreas de desmatamento recente;3;ALAGOAS
2024/12;Fogo em áreas de desmatamento consolidado;5;ALAGOAS
2024/11;Fogo em áreas de desmatamento recente;1;ALAGOAS
2024/11;Fogo em áreas de desmatamento consolidado;4;ALAGOAS
2024/10;Fogo em áreas de desmatamento consolidado;3;ALAGOAS
2024/09;Fogo em áreas de desmatamento consolidado;1;ALAGOAS
2024/08;Fogo em áreas de vegetação nativa;1;ALAGOAS
2024/08;Fogo em áreas de desmatamento recente;4;ALAGOAS
2024/08;Fogo em áreas de desmatamento consolidado;3;ALAGOAS
2025/06;Fogo em áreas de desmatamento recente;1;ALAGOAS
2025/06;Fogo em áreas de desmatamento consolidado;3;ALAGOAS
2025/05;Fogo em áreas de desmatamento recente;7;ALAGOAS
2025/05;Fogo em áreas de desmatamento consolidado;10;ALAGOAS
2025/04;Fogo em áreas de desmatamento recente;3;ALAGOAS
2025/04;Fogo em áreas de desmatamento consolidado;18;ALAGOAS
2025/03;Fogo em áreas de desmatamento consolidado;13;ALAGOAS
2025/02;Fogo em áreas de desmatamento recente;1;ALAGOAS
2025/02;Fogo em áreas de desmatamento consolidado;6;ALAGOAS
2025/01;Fogo em áreas de desmatamento consolidado;6;ALAGOAS
2025/01;Fogo em áreas de desmatamento recente;3;ALAGOAS
2024/12;Fogo em áreas de vegetação nativa;1;ACRE
2025/01;Fogo em áreas de desmatamento consolidado;14;ACRE
2025/01;Fogo em áreas de desmatamento recente;20;ACRE
2024/12;Fogo em áreas de desmatamento recente;21;ACRE
2024/12;Fogo em áreas de desmatamento consolidado;8;ACRE
2024/11;Fogo em áreas de vegetação nativa;10;ACRE
2024/11;Fogo em áreas de desmatamento recente;110;ACRE
2024/11;Fogo em áreas de desmatamento consolidado;40;ACRE
2024/10;Fogo em áreas de vegetação nativa;313;ACRE
2024/10;Fogo em áreas de desmatamento recente;1105;ACRE
2024/10;Fogo em áreas de desmatamento consolidado;458;ACRE
2024/09;Fogo em áreas de vegetação nativa;640;ACRE
2024/09;Fogo em áreas de desmatamento recente;2345;ACRE
2024/09;Fogo em áreas de desmatamento consolidado;870;ACRE
2024/08;Fogo em áreas de vegetação nativa;421;ACRE
2024/08;Fogo em áreas de desmatamento recente;1081;ACRE
2024/08;Fogo em áreas de desmatamento consolidado;495;ACRE
2024/07;Fogo em áreas de vegetação nativa;51;ACRE
2024/07;Fogo em áreas de desmatamento recente;390;ACRE
2024/07;Fogo em áreas de desmatamento consolidado;162;ACRE
2024/06;Fogo em áreas de vegetação nativa;6;ACRE
2024/06;Fogo em áreas de desmatamento recente;66;ACRE
2024/06;Fogo em áreas de desmatamento consolidado;29;ACRE
2025/06;Fogo em áreas de desmatamento recente;9;ACRE
2025/06;Fogo em áreas de desmatamento consolidado;5;ACRE
2025/05;Fogo em áreas de desmatamento recente;3;ACRE
2025/05;Fogo em áreas de desmatamento consolidado;5;ACRE
2025/04;Fogo em áreas de desmatamento consolidado;3;ACRE
2025/02;Fogo em áreas de vegetação nativa;1;ACRE
2025/02;Fogo em áreas de desmatamento consolidado;4;ACRE
2025/01;Fogo em áreas de vegetação nativa;1;ACRE
